Date,Time,Away Team,Away Code,Away Score,Home Team,Home Code,Home Score,Game Link,Away Goalie,Away GA,Away DEC,Away SA,Away Saves,Away SV%,Away Shutouts,Away PIM,Away TOI,Home Goalie,Home GA,Home DEC,Home SA,Home Saves,Home SV%,Home Shutouts,Home PIM,Home TOI
2024-01-11,7:00 PM,San Jose Sharks,SJS,3,Montreal Canadiens,MTL,2,https://www.hockey-reference.com/boxscores/202401110MTL.html,Mackenzie Blackwood,2,W,35,33,.943,0,0,60:00,Sam Montembeault,3,L,35,32,.914,0,0,55:47
2024-01-11,7:00 PM,Toronto Maple Leafs,TOR,3,New York Islanders,NYI,4,https://www.hockey-reference.com/boxscores/202401110NYI.html,Martin Jones,4,O,30,26,.867,0,0,60:21,Ilya Sorokin,3,W,35,32,.914,0,0,60:21
2024-01-11,7:00 PM,Vancouver Canucks,VAN,4,Pittsburgh Penguins,PIT,3,https://www.hockey-reference.com/boxscores/202401110PIT.html,Thatcher Demko,3,W,35,32,.914,0,0,62:56,Alex Nedeljkovic,3,,9,6,.667,0,0,20:00
2024-01-11,8:00 PM,New York Rangers,NYR,2,St. Louis Blues,STL,5,https://www.hockey-reference.com/boxscores/202401110STL.html,Igor Shesterkin,4,L,19,15,.789,0,0,57:29,Jordan Binnington,2,W,43,41,.953,0,0,59:46
2024-01-11,7:00 PM,New Jersey Devils,NJD,3,Tampa Bay Lightning,TBL,4,https://www.hockey-reference.com/boxscores/202401110TBL.html,Vítek Vaněček,4,O,20,16,.800,0,0,61:52,Andrei Vasilevskiy,3,W,30,27,.900,0,0,61:29
2024-01-11,10:00 PM,Boston Bruins,BOS,1,Vegas Golden Knights,VEG,2,https://www.hockey-reference.com/boxscores/202401110VEG.html,Jeremy Swayman,2,O,25,23,.920,0,0,60:46,Logan Thompson,1,W,33,32,.970,0,0,60:46
2024-01-11,8:00 PM,Chicago Blackhawks,CHI,1,Winnipeg Jets,WPG,2,https://www.hockey-reference.com/boxscores/202401110WPG.html,Petr Mrázek,2,L,28,26,.929,0,0,59:08,Laurent Brossoit,1,W,21,20,.952,0,0,59:12
2024-01-11,7:00 PM,Seattle Kraken,SEA,4,Washington Capitals,WSH,1,https://www.hockey-reference.com/boxscores/202401110WSH.html,Joey Daccord,1,W,26,25,.962,0,0,60:00,Darcy Kuemper,4,L,23,19,.826,0,0,60:00
2024-01-12,8:00 PM,Nashville Predators,NSH,6,Dallas Stars,DAL,3,https://www.hockey-reference.com/boxscores/202401120DAL.html,Kevin Lankinen,3,W,22,19,.864,0,0,60:00,Jake Oettinger,4,L,36,32,.889,0,0,58:26
2024-01-12,8:00 PM,Philadelphia Flyers,PHI,4,Minnesota Wild,MIN,3,https://www.hockey-reference.com/boxscores/202401120MIN.html,Carter Hart,3,W,29,26,.897,0,0,63:36,Marc-André Fleury,4,O,35,31,.886,0,0,63:36
2024-01-13,4:00 PM,Vancouver Canucks,VAN,1,Buffalo Sabres,BUF,0,https://www.hockey-reference.com/boxscores/202401130BUF.html,Thatcher Demko,0,W,26,26,1.000,1,0,60:00,Ukko-Pekka Luukkonen,1,L,23,22,.957,0,0,58:05
2024-01-13,7:00 PM,Pittsburgh Penguins,PIT,2,Carolina Hurricanes,CAR,3,https://www.hockey-reference.com/boxscores/202401130CAR.html,Tristan Jarry,3,O,35,32,.914,0,0,60:50,Antti Raanta,2,W,40,38,.950,0,0,61:41
2024-01-13,7:00 PM,Seattle Kraken,SEA,7,Columbus Blue Jackets,CBJ,4,https://www.hockey-reference.com/boxscores/202401130CBJ.html,Joey Daccord,4,W,34,30,.882,0,0,60:00,Daniil Tarasov,6,L,35,29,.829,0,0,57:38
2024-01-13,8:00 PM,Dallas Stars,DAL,3,Chicago Blackhawks,CHI,1,https://www.hockey-reference.com/boxscores/202401130CHI.html,Scott Wedgewood,0,,14,14,1.000,0,0,28:49,Petr Mrázek,2,L,29,27,.931,0,0,58:11
2024-01-13,7:00 PM,Los Angeles Kings,LAK,3,Detroit Red Wings,DET,5,https://www.hockey-reference.com/boxscores/202401130DET.html,Cam Talbot,5,L,27,22,.815,0,0,39:54,Alex Lyon,3,W,36,33,.917,0,0,59:53
2024-01-13,6:00 PM,New Jersey Devils,NJD,4,Florida Panthers,FLA,1,https://www.hockey-reference.com/boxscores/202401130FLA.html,Nico Daws,1,W,36,35,.972,0,0,60:00,Sergei Bobrovsky,3,L,21,18,.857,0,0,57:12
2024-01-13,8:00 PM,Arizona Coyotes,ARI,6,Minnesota Wild,MIN,0,https://www.hockey-reference.com/boxscores/202401130MIN.html,Connor Ingram,0,W,38,38,1.000,1,0,59:39,Filip Gustavsson,5,L,18,13,.722,0,0,26:40
2024-01-13,7:00 PM,Edmonton Oilers,EDM,2,Montreal Canadiens,MTL,1,https://www.hockey-reference.com/boxscores/202401130MTL.html,Stuart Skinner,1,W,24,23,.958,0,0,61:32,Sam Montembeault,2,O,41,39,.951,0,0,62:01
2024-01-13,8:00 PM,New York Islanders,NYI,1,Nashville Predators,NSH,3,https://www.hockey-reference.com/boxscores/202401130NSH.html,Ilya Sorokin,2,L,27,25,.926,0,0,59:53,Juuse Saros,1,W,25,24,.960,0,0,59:53
2024-01-13,4:00 PM,San Jose Sharks,SJS,4,Ottawa Senators,OTT,5,https://www.hockey-reference.com/boxscores/202401130OTT.html,Mackenzie Blackwood,5,L,41,36,.878,0,0,59:55,Joonas Korpisalo,4,W,18,14,.778,0,0,60:00
2024-01-13,8:00 PM,Boston Bruins,BOS,4,St. Louis Blues,STL,3,https://www.hockey-reference.com/boxscores/202401130STL.html,Jeremy Swayman,3,W,23,20,.870,0,0,61:10,Jordan Binnington,4,O,35,31,.886,0,0,61:10
2024-01-13,7:00 PM,Anaheim Ducks,ANA,1,Tampa Bay Lightning,TBL,5,https://www.hockey-reference.com/boxscores/202401130TBL.html,Lukáš Dostál,5,L,41,36,.878,0,0,60:00,Andrei Vasilevskiy,1,W,20,19,.950,0,0,60:00
2024-01-13,7:00 PM,Colorado Avalanche,COL,5,Toronto Maple Leafs,TOR,3,https://www.hockey-reference.com/boxscores/202401130TOR.html,Alexandar Georgiev,3,W,29,26,.897,0,0,59:34,Martin Jones,4,L,32,28,.875,0,0,58:27
2024-01-13,10:00 PM,Calgary Flames,CGY,3,Vegas Golden Knights,VEG,1,https://www.hockey-reference.com/boxscores/202401130VEG.html,Jacob Markström,1,W,32,31,.969,0,0,60:00,Logan Thompson,3,L,26,23,.885,0,0,57:59
2024-01-13,7:00 PM,Philadelphia Flyers,PHI,2,Winnipeg Jets,WPG,0,https://www.hockey-reference.com/boxscores/202401130WPG.html,Samuel Ersson,0,W,35,35,1.000,1,0,59:55,Connor Hellebuyck,2,L,36,34,.944,0,0,57:24
2024-01-13,1:00 PM,New York Rangers,NYR,2,Washington Capitals,WSH,3,https://www.hockey-reference.com/boxscores/202401130WSH.html,Jonathan Quick,3,L,21,18,.857,0,0,57:38,Charlie Lindgren,2,W,27,25,.926,0,0,59:57
2024-01-14,1:00 PM,Washington Capitals,WSH,1,New York Rangers,NYR,2,https://www.hockey-reference.com/boxscores/202401140NYR.html,Charlie Lindgren,2,L,31,29,.935,0,0,58:29,Igor Shesterkin,1,W,25,24,.960,0,0,60:00
2024-01-14,7:30 PM,Detroit Red Wings,DET,4,Toronto Maple Leafs,TOR,2,https://www.hockey-reference.com/boxscores/202401140TOR.html,James Reimer,2,W,30,28,.933,0,0,59:32,Ilya Samsonov,3,L,23,20,.870,0,0,59:13
2024-01-15,1:00 PM,New Jersey Devils,NJD,0,Boston Bruins,BOS,3,https://www.hockey-reference.com/boxscores/202401150BOS.html,Nico Daws,2,L,35,33,.943,0,0,58:05,Jeremy Swayman,0,W,31,31,1.000,1,0,59:53
2024-01-15,12:00 PM,San Jose Sharks,SJS,0,Buffalo Sabres,BUF,3,https://www.hockey-reference.com/boxscores/202401150BUF.html,Kaapo Kähkönen,2,L,34,32,.941,0,0,59:32,Ukko-Pekka Luukkonen,0,W,28,28,1.000,1,0,59:50
2024-01-15,3:00 PM,Los Angeles Kings,LAK,5,Carolina Hurricanes,CAR,2,https://www.hockey-reference.com/boxscores/202401150CAR.html,David Rittich,2,W,32,30,.938,0,0,60:00,Antti Raanta,4,L,24,20,.833,0,0,45:20
2024-01-15,1:00 PM,Vancouver Canucks,VAN,3,Columbus Blue Jackets,CBJ,4,https://www.hockey-reference.com/boxscores/202401150CBJ.html,Casey DeSmith,3,O,43,40,.930,0,0,65:00,Elvis Merzļikins,3,W,30,27,.900,0,0,65:00
2024-01-15,1:00 PM,Anaheim Ducks,ANA,5,Florida Panthers,FLA,4,https://www.hockey-reference.com/boxscores/202401150FLA.html,John Gibson,4,W,33,29,.879,0,0,60:48,Anthony Stolarz,5,O,26,21,.808,0,0,60:48
2024-01-15,6:00 PM,New York Islanders,NYI,0,Minnesota Wild,MIN,5,https://www.hockey-reference.com/boxscores/202401150MIN.html,Ilya Sorokin,3,L,32,29,.906,0,0,40:00,Marc-André Fleury,0,W,21,21,1.000,1,0,60:00
2024-01-15,7:00 PM,Colorado Avalanche,COL,3,Montreal Canadiens,MTL,4,https://www.hockey-reference.com/boxscores/202401150MTL.html,Alexandar Georgiev,4,L,34,30,.882,0,0,58:08,Jake Allen,3,W,35,32,.914,0,0,60:00
2024-01-15,1:00 PM,Seattle Kraken,SEA,0,Pittsburgh Penguins,PIT,3,https://www.hockey-reference.com/boxscores/202401150PIT.html,Joey Daccord,2,L,32,30,.938,0,0,59:45,Tristan Jarry,0,W,22,22,1.000,1,0,60:00
2024-01-15,8:00 PM,Philadelphia Flyers,PHI,4,St. Louis Blues,STL,2,https://www.hockey-reference.com/boxscores/202401150STL.html,Carter Hart,2,W,30,28,.933,0,0,59:56,Joel Hofer,3,L,41,38,.927,0,0,59:24
2024-01-15,6:00 PM,Nashville Predators,NSH,1,Vegas Golden Knights,VEG,4,https://www.hockey-reference.com/boxscores/202401150VEG.html,Juuse Saros,3,L,28,25,.893,0,0,56:52,Logan Thompson,1,W,35,34,.971,0,0,59:54
2024-01-16,9:00 PM,Arizona Coyotes,ARI,2,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202401160CGY.html,Connor Ingram,3,O,30,27,.900,0,0,64:43,Daniel Vladař,2,W,25,23,.920,0,0,64:43
2024-01-16,8:30 PM,San Jose Sharks,SJS,1,Chicago Blackhawks,CHI,2,https://www.hockey-reference.com/boxscores/202401160CHI.html,Mackenzie Blackwood,1,O,25,24,.960,0,0,64:54,Petr Mrázek,1,W,38,37,.974,0,0,65:00
2024-01-16,8:00 PM,Los Angeles Kings,LAK,1,Dallas Stars,DAL,5,https://www.hockey-reference.com/boxscores/202401160DAL.html,Cam Talbot,5,L,28,23,.821,0,0,59:51,Jake Oettinger,1,W,32,31,.969,0,0,60:00
2024-01-16,9:00 PM,Toronto Maple Leafs,TOR,2,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202401160EDM.html,Martin Jones,3,L,31,28,.903,0,0,58:17,Stuart Skinner,2,W,27,25,.926,0,0,59:42
2024-01-16,7:00 PM,Seattle Kraken,SEA,2,New York Rangers,NYR,5,https://www.hockey-reference.com/boxscores/202401160NYR.html,Chris Driedger,4,L,22,18,.818,0,0,59:35,Igor Shesterkin,2,W,31,29,.935,0,0,60:00
2024-01-16,7:00 PM,Colorado Avalanche,COL,7,Ottawa Senators,OTT,4,https://www.hockey-reference.com/boxscores/202401160OTT.html,Justus Annunen,4,W,40,36,.900,0,0,60:00,Mads Søgaard,6,L,33,27,.818,0,0,59:05
2024-01-16,8:00 PM,New York Islanders,NYI,2,Winnipeg Jets,WPG,4,https://www.hockey-reference.com/boxscores/202401160WPG.html,Ilya Sorokin,3,L,43,40,.930,0,0,58:16,Connor Hellebuyck,2,W,37,35,.946,0,0,59:54
2024-01-16,7:00 PM,Anaheim Ducks,ANA,0,Washington Capitals,WSH,2,https://www.hockey-reference.com/boxscores/202401160WSH.html,John Gibson,1,L,27,26,.963,0,0,57:21,Darcy Kuemper,0,W,24,24,1.000,1,0,60:00
2024-01-17,7:00 PM,Detroit Red Wings,DET,3,Florida Panthers,FLA,2,https://www.hockey-reference.com/boxscores/202401170FLA.html,Alex Lyon,2,W,34,32,.941,0,0,60:52,Sergei Bobrovsky,3,O,29,26,.897,0,0,60:55
2024-01-17,7:00 PM,Montreal Canadiens,MTL,3,New Jersey Devils,NJD,2,https://www.hockey-reference.com/boxscores/202401170NJD.html,Sam Montembeault,2,W,30,28,.933,0,0,60:00,Nico Daws,3,L,25,22,.880,0,0,58:14
2024-01-18,7:00 PM,Colorado Avalanche,COL,2,Boston Bruins,BOS,5,https://www.hockey-reference.com/boxscores/202401180BOS.html,Alexandar Georgiev,4,L,30,26,.867,0,0,58:37,Jeremy Swayman,2,W,32,30,.938,0,0,59:58
2024-01-18,7:00 PM,Chicago Blackhawks,CHI,0,Buffalo Sabres,BUF,3,https://www.hockey-reference.com/boxscores/202401180BUF.html,Arvid Söderblom,3,L,31,28,.903,0,0,60:00,Ukko-Pekka Luukkonen,0,W,19,19,1.000,1,0,60:00
2024-01-18,9:00 PM,Toronto Maple Leafs,TOR,4,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202401180CGY.html,Martin Jones,3,W,26,23,.885,0,0,59:38,Daniel Vladař,4,L,32,28,.875,0,0,58:27
2024-01-18,9:00 PM,Seattle Kraken,SEA,2,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202401180EDM.html,Joey Daccord,4,L,36,32,.889,0,0,59:27,Stuart Skinner,2,W,27,25,.926,0,0,60:00
2024-01-18,10:00 PM,Nashville Predators,NSH,2,Los Angeles Kings,LAK,1,https://www.hockey-reference.com/boxscores/202401180LAK.html,Juuse Saros,1,W,34,33,.971,0,0,59:52,David Rittich,2,L,33,31,.939,0,0,57:33
2024-01-18,7:00 PM,Montreal Canadiens,MTL,2,Ottawa Senators,OTT,6,https://www.hockey-reference.com/boxscores/202401180OTT.html,Cayden Primeau,5,L,36,31,.861,0,0,59:03,Joonas Korpisalo,2,W,23,21,.913,0,0,59:55
2024-01-18,7:00 PM,Dallas Stars,DAL,1,Philadelphia Flyers,PHI,5,https://www.hockey-reference.com/boxscores/202401180PHI.html,Jake Oettinger,5,L,43,38,.884,0,0,60:00,Samuel Ersson,1,W,15,14,.933,0,0,60:00
2024-01-18,7:00 PM,Minnesota Wild,MIN,3,Tampa Bay Lightning,TBL,7,https://www.hockey-reference.com/boxscores/202401180TBL.html,Filip Gustavsson,7,L,38,31,.816,0,0,60:00,Andrei Vasilevskiy,3,W,33,30,.909,0,0,60:00
2024-01-18,10:00 PM,Arizona Coyotes,ARI,1,Vancouver Canucks,VAN,2,https://www.hockey-reference.com/boxscores/202401180VAN.html,Connor Ingram,2,L,26,24,.923,0,0,58:51,Thatcher Demko,1,W,21,20,.952,0,0,60:00
2024-01-18,10:00 PM,New York Rangers,NYR,1,Vegas Golden Knights,VEG,5,https://www.hockey-reference.com/boxscores/202401180VEG.html,Igor Shesterkin,4,L,25,21,.840,0,0,57:32,Logan Thompson,1,W,30,29,.967,0,0,59:55
2024-01-18,7:00 PM,St. Louis Blues,STL,2,Washington Capitals,WSH,5,https://www.hockey-reference.com/boxscores/202401180WSH.html,Jordan Binnington,4,L,25,21,.840,0,0,57:44,Charlie Lindgren,2,W,20,18,.900,0,0,60:00
2024-01-19,7:00 PM,Detroit Red Wings,DET,2,Carolina Hurricanes,CAR,4,https://www.hockey-reference.com/boxscores/202401190CAR.html,Alex Lyon,3,L,29,26,.897,0,0,59:39,Antti Raanta,2,W,12,10,.833,0,0,60:00
2024-01-19,7:00 PM,New Jersey Devils,NJD,4,Columbus Blue Jackets,CBJ,1,https://www.hockey-reference.com/boxscores/202401190CBJ.html,Vítek Vaněček,1,W,30,29,.967,0,0,59:45,Elvis Merzļikins,4,L,33,29,.879,0,0,60:00
2024-01-19,8:30 PM,New York Islanders,NYI,3,Chicago Blackhawks,CHI,4,https://www.hockey-reference.com/boxscores/202401190CHI.html,Ilya Sorokin,4,O,24,20,.833,0,0,60:22,Petr Mrázek,3,W,30,27,.900,0,0,60:22
2024-01-19,7:00 PM,Minnesota Wild,MIN,6,Florida Panthers,FLA,4,https://www.hockey-reference.com/boxscores/202401190FLA.html,Marc-André Fleury,1,,11,10,.909,0,0,30:30,Sergei Bobrovsky,4,,15,11,.733,0,2,30:32
2024-01-20,3:00 PM,Nashville Predators,NSH,2,Arizona Coyotes,ARI,3,https://www.hockey-reference.com/boxscores/202401200ARI.html,Juuse Saros,3,L,24,21,.875,0,0,56:59,Connor Ingram,2,W,32,30,.938,0,0,60:00
2024-01-20,7:00 PM,Montreal Canadiens,MTL,4,Boston Bruins,BOS,9,https://www.hockey-reference.com/boxscores/202401200BOS.html,Sam Montembeault,8,L,30,22,.733,0,0,49:13,Linus Ullmark,4,W,21,17,.810,0,0,60:00
2024-01-20,12:30 PM,Tampa Bay Lightning,TBL,3,Buffalo Sabres,BUF,1,https://www.hockey-reference.com/boxscores/202401200BUF.html,Jonas Johansson,1,W,27,26,.963,0,0,59:57,Ukko-Pekka Luukkonen,2,L,15,13,.867,0,0,58:53
2024-01-20,10:00 PM,Edmonton Oilers,EDM,3,Calgary Flames,CGY,1,https://www.hockey-reference.com/boxscores/202401200CGY.html,Stuart Skinner,1,W,27,26,.963,0,0,59:51,Daniel Vladař,2,L,31,29,.935,0,0,58:45
2024-01-20,10:30 PM,New York Rangers,NYR,1,Los Angeles Kings,LAK,2,https://www.hockey-reference.com/boxscores/202401200LAK.html,Jonathan Quick,2,L,26,24,.923,0,0,58:33,David Rittich,1,W,23,22,.957,0,0,59:57
2024-01-20,7:00 PM,Dallas Stars,DAL,6,New Jersey Devils,NJD,2,https://www.hockey-reference.com/boxscores/202401200NJD.html,Scott Wedgewood,2,W,31,29,.935,0,0,59:49,Nico Daws,6,L,36,30,.833,0,0,59:43
2024-01-20,3:00 PM,Winnipeg Jets,WPG,2,Ottawa Senators,OTT,1,https://www.hockey-reference.com/boxscores/202401200OTT.html,Connor Hellebuyck,1,W,35,34,.971,0,0,64:14,Joonas Korpisalo,2,O,29,27,.931,0,0,64:14
2024-01-20,1:00 PM,Colorado Avalanche,COL,7,Philadelphia Flyers,PHI,4,https://www.hockey-reference.com/boxscores/202401200PHI.html,Alexandar Georgiev,4,W,40,36,.900,0,0,60:00,Carter Hart,5,L,15,10,.667,0,0,40:00
2024-01-20,10:00 PM,Anaheim Ducks,ANA,3,San Jose Sharks,SJS,5,https://www.hockey-reference.com/boxscores/202401200SJS.html,John Gibson,4,L,18,14,.778,0,0,57:57,Mackenzie Blackwood,3,W,34,31,.912,0,0,60:00
2024-01-20,8:00 PM,Washington Capitals,WSH,0,St. Louis Blues,STL,3,https://www.hockey-reference.com/boxscores/202401200STL.html,Charlie Lindgren,3,L,29,26,.897,0,0,59:38,Jordan Binnington,0,W,18,18,1.000,1,0,59:26
2024-01-20,7:00 PM,Toronto Maple Leafs,TOR,4,Vancouver Canucks,VAN,6,https://www.hockey-reference.com/boxscores/202401200VAN.html,Martin Jones,6,L,21,15,.714,0,0,56:33,Thatcher Demko,4,W,46,42,.913,0,0,59:22
2024-01-20,10:00 PM,Pittsburgh Penguins,PIT,2,Vegas Golden Knights,VEG,3,https://www.hockey-reference.com/boxscores/202401200VEG.html,Tristan Jarry,3,L,29,26,.897,0,0,58:50,Logan Thompson,2,W,25,23,.920,0,0,59:56
2024-01-21,8:30 PM,New York Rangers,NYR,5,Anaheim Ducks,ANA,2,https://www.hockey-reference.com/boxscores/202401210ANA.html,Igor Shesterkin,2,W,18,16,.889,0,0,60:00,Lukáš Dostál,4,L,32,28,.875,0,0,58:34
2024-01-21,5:00 PM,Minnesota Wild,MIN,5,Carolina Hurricanes,CAR,2,https://www.hockey-reference.com/boxscores/202401210CAR.html,Filip Gustavsson,2,W,42,40,.952,0,0,60:00,Antti Raanta,3,L,17,14,.824,0,0,58:21
2024-01-21,7:00 PM,Tampa Bay Lightning,TBL,1,Detroit Red Wings,DET,2,https://www.hockey-reference.com/boxscores/202401210DET.html,Andrei Vasilevskiy,2,L,35,33,.943,0,0,55:45,Alex Lyon,1,W,28,27,.964,0,0,60:00
2024-01-21,7:30 PM,Dallas Stars,DAL,2,New York Islanders,NYI,3,https://www.hockey-reference.com/boxscores/202401210NYI.html,Scott Wedgewood,3,O,28,25,.893,0,0,60:41,Ilya Sorokin,2,W,43,41,.953,0,0,60:41
2024-01-21,1:00 PM,Ottawa Senators,OTT,5,Philadelphia Flyers,PHI,3,https://www.hockey-reference.com/boxscores/202401210PHI.html,Mads Søgaard,3,W,25,22,.880,0,0,59:03,Samuel Ersson,4,L,33,29,.879,0,0,58:25
2024-01-21,9:00 PM,Toronto Maple Leafs,TOR,3,Seattle Kraken,SEA,1,https://www.hockey-reference.com/boxscores/202401210SEA.html,Ilya Samsonov,1,W,17,16,.941,0,0,59:52,Joey Daccord,2,L,25,23,.920,0,0,59:40
2024-01-22,9:00 PM,Pittsburgh Penguins,PIT,2,Arizona Coyotes,ARI,5,https://www.hockey-reference.com/boxscores/202401220ARI.html,Tristan Jarry,4,L,26,22,.846,0,0,59:35,Connor Ingram,2,W,27,25,.926,0,0,60:00
2024-01-22,7:00 PM,Winnipeg Jets,WPG,1,Boston Bruins,BOS,4,https://www.hockey-reference.com/boxscores/202401220BOS.html,Connor Hellebuyck,3,L,20,17,.850,0,0,58:59,Jeremy Swayman,1,W,21,20,.952,0,0,59:56
2024-01-22,10:30 PM,San Jose Sharks,SJS,4,Los Angeles Kings,LAK,3,https://www.hockey-reference.com/boxscores/202401220LAK.html,Kaapo Kähkönen,3,W,47,44,.936,0,2,64:26,David Rittich,3,O,27,24,.889,0,0,64:31
2024-01-22,7:00 PM,Vegas Golden Knights,VEG,5,New Jersey Devils,NJD,6,https://www.hockey-reference.com/boxscores/202401220NJD.html,Logan Thompson,6,O,38,32,.842,0,0,62:35,Vítek Vaněček,5,W,32,27,.844,0,0,62:35
2024-01-22,8:00 PM,Florida Panthers,FLA,4,Nashville Predators,NSH,1,https://www.hockey-reference.com/boxscores/202401220NSH.html,Anthony Stolarz,1,W,27,26,.963,0,0,59:16,Juuse Saros,2,L,36,34,.944,0,0,58:11
2024-01-22,10:00 PM,Chicago Blackhawks,CHI,0,Vancouver Canucks,VAN,2,https://www.hockey-reference.com/boxscores/202401220VAN.html,Petr Mrázek,2,L,29,27,.931,0,0,58:11,Thatcher Demko,0,W,31,31,1.000,1,0,59:26
2024-01-23,10:00 PM,Buffalo Sabres,BUF,2,Anaheim Ducks,ANA,4,https://www.hockey-reference.com/boxscores/202401230ANA.html,Ukko-Pekka Luukkonen,3,L,35,32,.914,0,0,57:18,John Gibson,2,W,30,28,.933,0,0,59:58
2024-01-23,9:00 PM,St. Louis Blues,STL,4,Calgary Flames,CGY,3,https://www.hockey-reference.com/boxscores/202401230CGY.html,Jordan Binnington,3,W,35,32,.914,0,0,60:00,Jacob Markström,4,L,26,22,.846,0,0,59:23
2024-01-23,7:00 PM,Dallas Stars,DAL,5,Detroit Red Wings,DET,4,https://www.hockey-reference.com/boxscores/202401230DET.html,Jake Oettinger,4,W,34,30,.882,0,0,60:00,Alex Lyon,5,L,32,27,.844,0,0,40:00
2024-01-23,9:00 PM,Columbus Blue Jackets,CBJ,1,Edmonton Oilers,EDM,4,https://www.hockey-reference.com/boxscores/202401230EDM.html,Elvis Merzļikins,4,L,24,20,.833,0,0,59:46,Stuart Skinner,1,W,27,26,.963,0,0,60:00
2024-01-23,8:00 PM,Washington Capitals,WSH,3,Minnesota Wild,MIN,5,https://www.hockey-reference.com/boxscores/202401230MIN.html,Darcy Kuemper,5,L,30,25,.833,0,0,58:46,Filip Gustavsson,3,W,33,30,.909,0,0,60:00
2024-01-23,7:00 PM,Ottawa Senators,OTT,4,Montreal Canadiens,MTL,1,https://www.hockey-reference.com/boxscores/202401230MTL.html,Joonas Korpisalo,1,W,25,24,.960,0,0,60:00,Jake Allen,3,L,27,24,.889,0,0,58:28
2024-01-23,7:30 PM,Vegas Golden Knights,VEG,3,New York Islanders,NYI,2,https://www.hockey-reference.com/boxscores/202401230NYI.html,Adin Hill,2,W,42,40,.952,0,0,60:00,Ilya Sorokin,3,L,27,24,.889,0,0,57:24
2024-01-23,7:00 PM,Tampa Bay Lightning,TBL,6,Philadelphia Flyers,PHI,3,https://www.hockey-reference.com/boxscores/202401230PHI.html,Andrei Vasilevskiy,3,W,32,29,.906,0,0,60:00,Samuel Ersson,4,L,19,15,.789,0,0,57:38
2024-01-23,10:30 PM,New York Rangers,NYR,2,San Jose Sharks,SJS,3,https://www.hockey-reference.com/boxscores/202401230SJS.html,Igor Shesterkin,3,O,22,19,.864,0,0,61:29,Mackenzie Blackwood,2,W,31,29,.935,0,0,61:29
2024-01-24,7:30 PM,Carolina Hurricanes,CAR,3,Boston Bruins,BOS,2,https://www.hockey-reference.com/boxscores/202401240BOS.html,Spencer Martin,2,W,28,26,.929,0,0,60:00,Linus Ullmark,3,L,33,30,.909,0,0,57:40
2024-01-24,9:30 PM,Washington Capitals,WSH,2,Colorado Avalanche,COL,6,https://www.hockey-reference.com/boxscores/202401240COL.html,Charlie Lindgren,6,L,31,25,.806,0,0,59:50,Alexandar Georgiev,2,W,25,23,.920,0,0,60:00
2024-01-24,7:00 PM,Arizona Coyotes,ARI,2,Florida Panthers,FLA,6,https://www.hockey-reference.com/boxscores/202401240FLA.html,Karel Vejmelka,6,L,42,36,.857,0,0,59:52,Sergei Bobrovsky,2,W,33,31,.939,0,0,60:00
2024-01-24,10:30 PM,Buffalo Sabres,BUF,5,Los Angeles Kings,LAK,3,https://www.hockey-reference.com/boxscores/202401240LAK.html,Devon Levi,3,W,40,37,.925,0,0,60:00,Cam Talbot,5,L,37,32,.865,0,0,57:24
2024-01-24,10:00 PM,Chicago Blackhawks,CHI,2,Seattle Kraken,SEA,6,https://www.hockey-reference.com/boxscores/202401240SEA.html,Arvid Söderblom,6,L,28,22,.786,0,0,60:00,Joey Daccord,2,W,34,32,.941,0,0,60:00
2024-01-24,7:00 PM,Winnipeg Jets,WPG,0,Toronto Maple Leafs,TOR,1,https://www.hockey-reference.com/boxscores/202401240TOR.html,Laurent Brossoit,1,O,30,29,.967,0,0,64:13,Ilya Samsonov,0,W,32,32,1.000,1,0,64:13
2024-01-24,10:00 PM,St. Louis Blues,STL,4,Vancouver Canucks,VAN,3,https://www.hockey-reference.com/boxscores/202401240VAN.html,Joel Hofer,3,W,32,29,.906,0,0,61:54,Casey DeSmith,4,O,18,14,.778,0,0,60:41
2024-01-25,7:30 PM,New Jersey Devils,NJD,2,Carolina Hurricanes,CAR,3,https://www.hockey-reference.com/boxscores/202401250CAR.html,Nico Daws,3,L,12,9,.750,0,0,23:12,Antti Raanta,2,W,25,23,.920,0,0,59:57
2024-01-25,9:00 PM,Columbus Blue Jackets,CBJ,5,Calgary Flames,CGY,2,https://www.hockey-reference.com/boxscores/202401250CGY.html,Daniil Tarasov,2,W,30,28,.933,0,0,60:00,Jacob Markström,4,L,31,27,.871,0,0,59:17
2024-01-25,8:00 PM,Anaheim Ducks,ANA,3,Dallas Stars,DAL,4,https://www.hockey-reference.com/boxscores/202401250DAL.html,John Gibson,4,O,44,40,.909,0,0,60:38,Jake Oettinger,3,W,21,18,.857,0,0,60:38
2024-01-25,7:00 PM,Philadelphia Flyers,PHI,0,Detroit Red Wings,DET,3,https://www.hockey-reference.com/boxscores/202401250DET.html,Samuel Ersson,3,L,17,14,.824,0,0,60:00,Alex Lyon,0,W,30,30,1.000,1,0,59:34
